6,7,2,2,21,4,5,6,15,3,13,24
6,7,2,1,18,3,3,4,15,1,11,23
9,7,4,5,22,7,1,6,12,3,10,24
7,4,0,6,18,5,2,6,12,1,8,24
5,7,2,6,23,7,3,6,11,4,13,24
8,4,3,4,18,6,1,7,13,2,11,24
5,6,3,7,18,5,2,8,16,1,13,24
6,4,2,8,21,5,3,11,16,4,13,24
5,6,0,10,20,3,3,8,12,1,10,24
8,12,1,6,21,5,8,11,11,1,11,23
8,12,1,10,21,7,6,5,13,2,9,23
3,13,1,6,24,11,10,5,9,2,12,23
5,11,2,4,18,12,4,7,12,3,17,24
3,7,1,11,15,16,5,8,14,2,18,23
2,4,1,12,14,16,8,8,13,4,16,24
5,4,3,12,14,8,6,4,18,1,19,24
1,4,3,14,13,12,7,7,18,2,19,24
5,12,1,4,13,4,7,8,8,6,18,21
3,6,1,7,12,4,13,5,8,5,18,24
2,7,6,3,12,3,12,7,8,5,15,22
2,8,7,8,14,2,12,10,6,11,18,24
1,2,4,7,7,3,13,17,4,5,14,23
0,2,4,12,9,2,14,13,2,6,11,24
3,2,3,12,11,5,9,13,3,11,13,24
3,1,2,12,9,6,4,14,8,11,11,24
6,7,1,9,13,9,9,12,6,13,7,24
3,7,2,12,14,10,6,15,12,11,12,23
3,5,3,11,15,4,7,13,12,9,8,24
2,2,2,12,15,13,6,13,13,16,8,24
1,7,5,9,15,10,11,13,11,12,8,24
2,11,3,6,19,12,7,15,7,8,3,23
1,8,4,5,17,13,12,6,8,6,2,24
2,11,7,8,13,12,6,11,8,7,4,24
3,11,3,7,20,12,6,9,8,7,2,23
2,11,4,4,17,13,6,11,7,5,1,24
1,14,4,2,20,12,6,9,7,6,3,24
1,12,3,5,15,13,8,11,8,4,2,23
1,5,2,7,11,7,3,13,9,12,0,23
3,10,6,5,16,8,2,9,8,16,1,22
0,5,2,8,12,8,1,6,10,17,7,24
5,5,2,5,13,6,1,8,12,18,6,23
6,5,0,7,11,5,3,10,12,16,6,24
8,8,3,3,16,5,2,6,7,12,3,23
7,8,3,6,13,7,3,9,7,12,3,23
0,7,3,8,12,6,2,8,7,7,3,24
5,13,3,6,11,7,4,9,10,8,2,24
3,8,1,11,10,5,4,10,12,7,4,23
8,16,3,8,17,5,2,11,7,8,1,23
3,5,1,14,15,7,2,15,12,8,1,24
11,12,0,5,16,7,0,9,8,4,5,24
